position,texte
2497,que
2498,nous
2499,réussirons
2500,à
2501,freiner
2502,la
2503,montée
2504,vers
2505,la
2506,délinquance
2507,de
2508,masse
2509,.
2510,Enfin
2511,vous
2512,aviez
2513,parlé
2514,de
2515,la
2516,dette
2517,de
2518,la
2519,lutte
2520,contre
2521,la
2522,dette
2523,.
2524,Je
2525,propose
2526,d
2527,abord
2528,de
2529,relancer
2530,la
2531,croissance
2532,.
2533,C
2534,est
2535,comme
2536,cela
2537,que
2538,nous
2539,lutterons
2540,contre
2541,la
2542,dette
2543,.
2544,Je
2545,pense
2546,que
2547,la
2548,France
2549,a
2550,la
2551,capacité
2552,de
2553,réaliser
2554,un
2555,taux
2556,de
2557,croissance
2558,de
2559,","
2560,.
2561,C
2562,est
2563,la
2564,moyenne
2565,nationale
2566,.
2567,Je
2568,le
2569,ferai
2570,en
2571,faisant
2572,un
2573,nouveau
2574,pacte
2575,avec
2576,les
2577,entreprises
2578,.
2579,Je
2580,veux
2581,réconcilier
2582,la
2583,France
2584,avec
2585,les
2586,entreprises
2587,.
2588,Je
2589,dis
2590,que
2591,la
2592,compétitivité
2593,économique
2594,n
2595,est
2596,pas
2597,incompatible
2598,avec
2599,le
2600,progrès
2601,social
2602,bien
2603,au
2604,contraire
2605,.
2606,Les
2607,trois
2608,piliers
2609,du
2610,développement
2611,économique
2612,demain
2613,seront
2614,la
2615,compétitivité
2616,des
2617,PME
2618,celles
2619,qui
2620,ne
2621,dépendent
2622,pas
2623,des
2624,fonds
2625,de
2626,pension
2627,.
2628,C
2629,est
2630,sur
2631,elles
2632,que
2633,je
2634,concentrerai
2635,les
2636,milliards
2637,d
2638,euros
2639,d
2640,aide
2641,publique
2642,qui
2643,aujourd
2644,hui
2645,sont
2646,distribués
2647,de
2648,façon
2649,uniforme
2650,à
2651,toutes
2652,les
2653,entreprises
2654,.
2655,Une
2656,entreprise
2657,du
2658,CAC
2659,reçoit
2660,autant
2661,d
2662,allégements
2663,de
2664,charges
2665,qu
2666,une
2667,PME
2668,qui
2669,se
2670,bat
2671,tous
2672,les
2673,jours
2674,pour
2675,conquérir
2676,des
2677,marchés
2678,et
2679,des
2680,emplois
2681,.
2682,Et
2683,bien
2684,moi
2685,je
2686,ferai
2687,cette
2688,réforme
2689,.
2690,Je
2691,vais
2692,concentrer
2693,sur
2694,les
2695,PME
2696,les
2697,aides
2698,publiques
2699,.
2700,C
2701,est
2702,sur
2703,elles
2704,que
2705,je
2706,vais
2707,faire
2708,les
2709,allégements
2710,de
2711,charges
2712,.
2713,C
2714,est
2715,pour
2716,elles
2717,que
2718,je
2719,vais
2720,relancer
2721,l
2722,investissement
2723,dans
2724,l
2725,innovation
2726,et
2727,dans
2728,la
2729,recherche
2730,.
2731,C
2732,est
2733,pour
2734,elles
2735,aussi
2736,que
2737,je
2738,baisserai
2739,l
2740,impôt
2741,sur
2742,les
2743,bénéfices
2744,des
2745,sociétés
2746,pour
2747,tous
2748,les
2749,bénéfices
2750,qui
2751,sont
2752,réinvestis
2753,dans
2754,l
2755,entreprise
2756,.
2757,L
2758,impôt
2759,sur
2760,les
2761,sociétés
2762,sera
2763,divisé
2764,par
2765,deux
2766,sur
2767,ces
2768,PME
2769,.
2770,Le
2771,deuxième
2772,axe
2773,de
2774,la
2775,relance
2776,de
2777,la
2778,croissance
2779,est
2780,la
2781,qualité
2782,du
2783,dialogue
2784,social
2785,.
2786,On
2787,sait
2788,que
2789,tous
2790,les
2791,pays
2792,du
2793,Nord
2794,de
2795,l
2796,Europe
2797,qui
2798,ont
2799,réussi
2800,à
2801,relancer
2802,la
2803,croissance
2804,sont
2805,les
2806,pays
2807,qui
2808,ont
2809,mis
2810,en
2811,place
2812,un
2813,dialogue
2814,social
2815,de
2816,qualité
2817,qui
2818,permet
2819,aux
2820,syndicats
2821,de
2822,faire
2823,des
2824,compromis
2825,sociaux
2826,et
2827,d
2828,anticiper
2829,c
2830,est-à-dire
2831,d
2832,être
2833,informés
2834,en
2835,amont
2836,des
2837,stratégies
2838,de
2839,l
2840,entreprise
2841,pour
2842,y
2843,contribuer
2844,pour
2845,y
2846,participer
2847,pour
2848,faire
2849,les
2850,efforts
2851,de
2852,formation
2853,professionnelle
2854,là
2855,où
2856,se
2857,trouvent
2858,des
2859,trésors
2860,de
2861,valeur
2862,ajoutée
2863,.
2864,Enfin
2865,je
2866,mettrai
2867,en
2868,mouvement
2869,le
2870,levier
2871,écologique
2872,parce
2873,que
2874,je
2875,pense
2876,que
2877,c
2878,est
2879,dans
2880,cette
2881,filière
2882,du
2883,développement
2884,écologique
2885,et
2886,des
2887,éco-industries
2888,que
2889,la
2890,France
2891,a
2892,des
2893,emplois
2894,à
2895,conquérir
2896,sans
2897,doute
2898,plusieurs
2899,centaines
2900,de
2901,milliers
2902,d
2903,emplois
2904,à
2905,conquérir
2906,dans
2907,ce
2908,domaine
2909,.
2910,Si
2911,la
2912,croissance
2913,est
2914,supérieure
2915,à
2916,","
2917,à
2918,la
2919,fois
2920,je
2921,finance
2922,mon
2923,pacte
2924,présidentiel
2925,j
2926,ai
2927,donc
2928,relancé
2929,la
2930,croissance
2931,en
2932,mettant
2933,l
2934,accent
2935,sur
2936,les
2937,PME
2938,.
2939,S
2940,il
2941,y
2942,a
2943,davantage
2944,de
2945,croissance
2946,je
2947,prends
2948,l
2949,engagement
2950,que
2951,tout
2952,ce
2953,qui
2954,sera
2955,au-dessus
2956,de
2957,","
2958,de
2959,croissance
2960,sera
2961,consacré
2962,au
2963,remboursement
2964,de
2965,la
2966,dette
2967,.
2968,Comme
2969,vous
2970,avez
2971,rééquilibré
2972,votre
2973,temps
2974,de
2975,parole
2976,et
2977,bien
2978,au-delà
2979,je
2980,voudrais
2981,que
2982,l
2983,on
2984,revienne
2985,à
2986,la
2987,première
2988,question
2989,que
2990,nous
2991,avions
2992,posée
2993,sur
2994,votre
2995,conception
2996,de
2997,la
2998,Présidence
2999,de
3000,la
3001,République
3002,et
3003,sur
3004,les
3005,institutions
3006,.
3007,Faut-il
3008,changer
3009,de
3010,République
3011,pour
3012,cela
3013,Sur
3014,la
3015,croissance
3016,si
3017,vous
3018,voulez
3019,répondre
3020,.
3021,.
3022,.
3023,Mme
3024,Royal
3025,ne
3026,m
3027,en
3028,voudra
3029,pas
3030,mais
3031,a
3032,évoqué
3033,tous
3034,les
3035,sujets
3036,en
3037,même
3038,temps
3039,elle
3040,risque
3041,de
3042,les
3043,survoler
3044,et
3045,de
3046,ne
3047,pas
3048,être
3049,assez
3050,précise
3051,.
3052,Laissez-moi
3053,la
3054,responsabilité
3055,de
3056,mes
3057,prises
3058,de
3059,paroles
3060,si
3061,vous
3062,le
3063,voulez
3064,bien
3065,.
3066,Je
3067,ne
3068,me
3069,permets
3070,pas
3071,que
3072,critiquer
3073,mais
3074,je
3075,faisais
3076,simplement
3077,remarquer
3078,que
3079,si
3080,vous
3081,parlez
3082,de
3083,tout
3084,en
3085,même
3086,temps
3087,on
3088,ne
3089,va
3090,pas
3091,pouvoir
3092,approfondir
3093,.
3094,Tout
3095,se
3096,tient
3097,la
3098,dette
3099,et
3100,la
3101,relance
3102,économique
3103,se
3104,tient
3105,.
3106,La
3107,précision
3108,n
3109,est
3110,pas
3111,inutile
3112,dans
3113,le
3114,débat
3115,public
3116,pour
3117,que
3118,les
3119,Français
3120,comprennent
3121,ce
3122,qu
3123,on
3124,veut
3125,faire
3126,.
3127,Il
3128,me
3129,semble
3130,que
3131,s
3132,agissant
3133,de
3134,la
3135,réduction
3136,de
3137,la
3138,dette
3139,vous
3140,n
3141,avez
3142,fixé
3143,aucune
3144,piste
3145,d
3146,économies
3147,.
3148,C
3149,est
3150,votre
3151,droit
3152,le
3153,plus
3154,absolu
3155,.
3156,La
3157,relance
3158,de
3159,la
3160,croissance
3161,c
3162,est
3163,encore
3164,plus
3165,intéressant
3166,vous
3167,n
3168,avez
3169,donné
3170,aucun
3171,moyen
3172,pour
3173,relancer
3174,la
3175,croissance
3176,.
3177,J
3178,en
3179,ai
3180,un
3181,.
3182,Vous
3183,avez
3184,raison
3185,il
3186,faut
3187,relancer
3188,la
3189,croissance
3190,.
3191,Le
3192,problème
3193,de
3194,la
3195,France
3196,est
3197,qu
3198,il
3199,y
3200,a
3201,de
3202,croissance
3203,de
3204,moins
3205,que
3206,les
3207,grandes
3208,démocraties
3209,les
3210,grandes
3211,économies
3212,qui
3213,progressent
3214,dans
3215,le
3216,monde
3217,.
3218,Pourquoi
3219,Parce
3220,qu
3221,on
3222,travaille
3223,moins
3224,que
3225,les
3226,autres
3227,.
3228,Quel
3229,est
3230,le
3231,levier
3232,pour
3233,obtenir
3234,de
3235,croissance
3236,de
3237,plus
3238,C
3239,est
3240,respecter
3241,le
3242,travail
3243,récompenser
3244,le
3245,travail
3246,valoriser
3247,le
3248,travail
3249,.
3250,Dix
3251,pays
3252,en
3253,Europe
3254,ont
3255,le
3256,plein
3257,emploi
3258,cinq
3259,vraiment
3260,très
3261,fort
3262,.
3263,Je
3264,pense
3265,au
3266,Danemark
3267,à
3268,la
3269,Suède
3270,à
3271,l
3272,Irlande
3273,au
3274,Royaume-Uni
3275,et
3276,d
3277,une
3278,certaine
3279,façon
3280,l
3281,Espagne
3282,.
3283,Cela
3284,devrait
3285,vous
3286,frapper
3287,Mme
3288,Royal
3289,pas
3290,un
3291,seul
3292,d
3293,entre
3294,eux
3295,n
3296,a
3297,fait
3298,le
3299,partage
3300,du
3301,temps
3302,de
3303,travail
3304,.
3305,Pas
3306,un
3307,seul
3308,a
3309,fait
3310,les
3311,heures
3312,.
3313,Monsieur
3314,Zapateros
3315,m
3316,a
3317,dit
3318,que
3319,jamais
3320,il
3321,ne
3322,ferait
3323,les
3324,heures
3325,en
3326,Espagne
3327,qu
3328,il
3329,ne
3330,voulait
3331,pas
3332,porter
3333,atteinte
3334,à
3335,la
3336,compétitivité
3337,des
3338,entreprises
3339,.
3340,Vous
3341,dites
3342,et
3343,c
3344,est
3345,juste
3346,qu
3347,il
3348,faut
3349,aider
3350,les
3351,PME
3352,françaises
3353,.
3354,Permettez
3355,que
3356,je
3357,vous
3358,pose
3359,la
3360,question
3361,.
3362,Allez-vous
3363,comme
3364,c
3365,est
3366,prévu
3367,dans
3368,le
3369,programme
3370,socialiste
3371,généraliser
3372,les
3373,heures
3374,à
3375,tout
3376,le
3377,monde
3378,notamment
3379,aux
3380,PME
3381,Je
3382,souhaite
3383,libérer
3384,la
3385,possibilité
3386,de
3387,travailler
3388,en
3389,France
3390,.
3391,Par
3392,quel
3393,moyen
3394,On
3395,va
3396,encourager
3397,les
3398,gens
3399,qui
3400,veulent
3401,travailler
3402,plus
3403,pour
3404,gagner
3405,plus
3406,.
3407,Comment
3408,Tout
3409,est
3410,fait
3411,aujourd
3412,hui
3413,pour
3414,décourager
3415,l
3416,obtention
3417,des
3418,heures
3419,supplémentaires
3420,.
3421,Toute
3422,entreprise
3423,qui
3424,donnera
3425,des
3426,heures
3427,supplémentaires
3428,ne
3429,paiera
3430,pas
3431,de
3432,charge
3433,dessus
3434,.
3435,Tout
3436,salarié
3437,qui
3438,fera
3439,sur
3440,la
3441,base
3442,du
3443,volontariat
3444,des
3445,heures
3446,supplémentaires
3447,ne
3448,paiera
3449,pas
3450,d
3451,impôt
3452,dessus
3453,.
3454,Quand
3455,on
3456,est
3457,au
3458,Smic
3459,et
3460,qu
3461,on
3462,travaille
3463,cinquante
3464,minutes
3465,de
3466,plus
3467,par
3468,jour
3469,c
3470,est
3471,d
3472,augmentation
3473,de
3474,salaire
3475,.
3476,Il
3477,y
3478,a
3479,un
3480,formidable
3481,problème
3482,de
3483,pouvoir
3484,d
3485,achat
3486,en
3487,France
3488,.
3489,Le
3490,salaire
3491,n
3492,est
3493,pas
3494,l
3495,ennemi
3496,de
3497,l
3498,emploi
3499,.
3500,Je
3501,n
3502,ai
3503,pas
3504,dit
3505,que
3506,j
3507,augmenterai
3508,le
3509,nombre
3510,de
3511,fonctionnaires
3512,ne
3513,déformez
3514,pas
3515,mes
3516,propos
3517,.
3518,J
3519,ai
3520,dit
3521,que
3522,je
3523,maintenais
3524,leur
3525,nombre
3526,mais
3527,que
3528,je
3529,les
3530,redéploierai
3531,en
3532,les
3533,retirant
3534,là
3535,où
3536,ils
3537,ne
3538,sont
3539,plus
3540,nécessaires
3541,.
3542,.
3543,.
3544,Vous
3545,ne
3546,pouvez
3547,pas
3548,passer
3549,d
3550,une
3551,fonction
3552,publique
3553,à
3554,une
3555,autre
3556,.
3557,Au
3558,moment
3559,du
3560,départ
3561,à
3562,la
3563,retraite
3564,au
3565,lieu
3566,de
3567,recruter
3568,des
3569,douaniers
3570,je
3571,recrute
3572,des
3573,infirmières
3574,.
3575,Mais
3576,non
3577,ce
3578,n
3579,est
3580,pas
3581,possible
3582,Madame
3583,.
3584,La
3585,fonction
3586,publique
3587,hospitalière
3588,est
3589,payée
3590,par
3591,un
3592,autre
3593,budget
3594,que
3595,le
3596,budget
3597,de
3598,l
3599,Etat
3600,.
3601,Vous
3602,plaisantez
3603,Tous
3604,les
3605,fonds
3606,publics
3607,tout
3608,se
3609,tient
3610,.
3611,Parce
3612,que
3613,vous
3614,pensez
3615,que
3616,vous
3617,gérez
3618,l
3619,assurance
3620,maladie
3621,.
3622,Non
3623,ce
3624,n
3625,est
3626,pas
3627,moi
3628,mais
3629,c
3630,est
3631,quand
3632,même
3633,de
3634,l
3635,argent
3636,public
3637,dépensé
3638,des
3639,cotisations
3640,payées
3641,sur
3642,les
3643,salaires
3644,.
3645,Vous
3646,ne
3647,pouvez
3648,pas
3649,redéployer
3650,entre
3651,les
3652,collectivités
3653,territoriales
3654,et
3655,l
3656,Etat
3657,et
3658,entre
3659,l
3660,Etat
3661,et
3662,l
3663,assurance
3664,maladie
3665,.
3666,Ce
3667,n
3668,est
3669,pas
3670,vous
3671,qui
3672,décidez
3673,.
3674,Si
3675,vous
3676,ne
3677,pouvez
3678,pas
3679,faire
3680,pourquoi
3681,voulez-vous
3682,accéder
3683,aux
3684,responsabilités
3685,Et
3686,bien
3687,moi
3688,je
3689,le
3690,pourrai
3691,.
3692,Ah
3693,bon
3694,.
3695,Si
3696,je
3697,suis
3698,Président
3699,de
3700,la
3701,République
3702,je
3703,ne
3704,pourrai
3705,pas
3706,diminuer
3707,les
3708,effectifs
3709,du
3710,conseil
3711,régional
3712,de
3713,Poitou-Charentes
3714,.
3715,Pourquoi
3716,pas
3717,Cela
3718,s
3719,appelle
3720,l
3721,indépendance
3722,des
3723,collectivités
3724,territoriales
3725,.
3726,C
3727,est
3728,un
3729,droit
3730,de
3731,libre
3732,administration
3733,garantie
3734,par
3735,la
3736,constitution
3737,.
3738,Ce
3739,n
3740,est
3741,pas
3742,l
3743,Etat
3744,qui
3745,le
3746,décidera
3747,.
3748,C
3749,est
3750,la
3751,cohérence
3752,politique
3753,de
3754,la
3755,répartition
3756,responsabilités
3757,.
3758,Vous
3759,avez
3760,fait
3761,une
3762,loi
3763,de
3764,la
3765,décentralisation
3766,tellement
3767,confuse
3768,qu
3769,il
3770,y
3771,a
3772,je
3773,l
3774,ai
3775,dit
3776,tout
3777,à
3778,l
3779,heure
3780,qui
3781,a
3782,entraîné
3783,une
3784,superposition
3785,des
3786,compétences
3787,entre
3788,les
3789,différentes
3790,collectivités
3791,territoriales
3792,ce
3793,qui
3794,fait
3795,que
3796,tout
3797,le
3798,monde
3799,s
3800,occupe
3801,de
3802,tout
3803,et
3804,qu
3805,il
3806,y
3807,a
3808,beaucoup
3809,trop
3810,de
3811,gaspillage
3812,.
3813,Je
3814,remettrai
3815,de
3816,la
3817,clarté
3818,dans
3819,les
3820,responsabilités
3821,et
3822,la
3823,fonction
3824,publique
3825,sera
3826,mieux
3827,répartie
3828,entre
3829,la
3830,fonction
3831,publique
3832,de
3833,l
3834,Etat
3835,la
3836,fonction
3837,publique
3838,hospitalière
3839,et
3840,les
3841,fonctions
3842,publiques
3843,territoriales
3844,.
3845,Voilà
3846,comment
3847,j
3848,entends
3849,remettre
3850,de
3851,l
3852,ordre
3853,juste
3854,dans
3855,l
3856,administration
3857,et
3858,lutter
3859,contre
3860,toutes
3861,les
3862,formes
3863,de
3864,gaspillage
3865,.
3866,Venons-en
3867,au
3868,sujet
3869,central
3870,qui
3871,est
3872,la
3873,question
3874,du
3875,travail
3876,.
3877,Vous
3878,avez
3879,fait
3880,une
3881,proposition
3882,.
3883,Elle
3884,a
3885,le
3886,mérite
3887,d
3888,exister
3889,.
3890,Sur
3891,la
3892,question
3893,des
3894,heures
3895,supplémentaires
3896,je
3897,crois
3898,que
3899,votre
3900,proposition
3901,est
3902,dangereuse
3903,et
3904,inefficace
3905,.
3906,Or
3907,je
3908,fais
3909,le
3910,même
3911,constat
3912,que
3913,vous
3914,.
3915,Je
3916,crois
3917,qu
3918,on
3919,ne
3920,travaille
3921,pas
3922,suffisamment
3923,en
3924,France
3925,.
3926,On
3927,ne
3928,travaille
3929,pas
3930,suffisamment
3931,car
3932,il
3933,y
3934,a
3935,trop
3936,de
3937,personnes
3938,au
3939,chômage
3940,.
3941,Si
3942,vous
3943,exonérez
3944,les
3945,heures
3946,supplémentaires
3947,un
3948,employeur
3949,aura
3950,davantage
3951,intérêt
3952,à
3953,donner
3954,des
3955,heures
3956,supplémentaires
3957,à
3958,un
3959,salarié
3960,qu
3961,à
3962,recruter
3963,un
3964,nouveau
3965,salarié
3966,.
3967,Or
3968,nous
3969,sommes
3970,le
3971,pays
3972,qui
3973,subit
3974,à
3975,la
3976,fois
3977,le
3978,taux
3979,de
3980,chômage
3981,des
3982,jeunes
3983,le
3984,plus
3985,élevé
3986,et
3987,celui
3988,des
3989,seniors
3990,le
3991,plus
3992,élevé
3993,.
3994,Par
3995,ailleurs
3996,les
3997,heures
3998,supplémentaires
3999,sont
4000,possibles
4001,vous
4002,le
4003,savez
4004,.
4005,Deux
4006,lois
4007,François
4008,Fillon
4009,ont
4010,libéré
4011,heures
4012,supplémentaires
4013,par
4014,an
4015,.
4016,Que
4017,se
4018,passe-t-il
4019,dans
4020,les
4021,entreprises
4022,Cette
4023,possibilité
4024,n
4025,est
4026,même
4027,pas
4028,utilisée
4029,par
4030,les
4031,salariés
4032,.
4033,Les
4034,salariés
4035,n
4036,utilisent
4037,en
4038,moyenne
4039,que
4040,heures
4041,supplémentaires
4042,par
4043,an
4044,car
4045,ils
4046,ne
4047,veulent
4048,pas
4049,forcément
4050,travailler
4051,plus
4052,ou
4053,parce
4054,que
4055,l
4056,entreprise
4057,n
4058,a
4059,pas
4060,suffisamment
4061,de
4062,plan
4063,de
4064,charge
4065,pour
4066,faire
4067,des
4068,heures
4069,supplémentaires
4070,.
4071,Moi
4072,je
4073,propose
4074,au
4075,contraire
4076,de
4077,donner
4078,de
4079,l
4080,emploi
4081,à
4082,ceux
4083,qui
4084,n
4085,en
4086,ont
4087,pas
4088,.
4089,C
4090,est
4091,ainsi
4092,que
4093,nous
4094,ferons
4095,revenir
4096,des
4097,cotisations
4098,.
4099,Je
4100,propose
4101,de
4102,donner
4103,de
4104,l
4105,emploi
4106,aux
4107,jeunes
4108,qui
4109,n
4110,en
4111,ont
4112,pas
4113,car
4114,ce
4115,qui
4116,ronge
4117,aujourd
4118,hui
4119,l
4120,équilibre
4121,de
4122,la
4123,société
4124,française
4125,ce
4126,sont
4127,les
4128,jeunes
4129,diplômés
4130,et
4131,qualifiés
4132,qui
4133,n
4134,ont
4135,pas
4136,accès
4137,à
4138,l
4139,entreprise
4140,.
4141,L
4142,entreprise
4143,demande
4144,à
4145,la
4146,fois
4147,de
4148,l
4149,expérience
4150,professionnelle
4151,aux
4152,jeunes
4153,mais
4154,en
4155,même
4156,temps
4157,elle
4158,ne
4159,fait
4160,pas
4161,confiance
4162,à
4163,ces
4164,jeunes
4165,.
4166,Les
4167,inégalités
4168,se
4169,sont
4170,creusées
4171,entre
4172,les
4173,jeunes
4174,qui
4175,ont
4176,des
4177,relations
4178,et
4179,qui
4180,trouvent
4181,à
4182,entrer
4183,dans
4184,les
4185,entreprises
4186,pour
4187,faire
4188,leurs
4189,preuves
4190,très
4191,souvent
4192,ils
4193,le
4194,font
4195,car
4196,nous
4197,avons
4198,un
4199,très
4200,bon
4201,système
4202,de
4203,formation
4204,et
4205,ceux
4206,qui
4207,n
4208,ont
4209,pas
4210,ces
4211,relations
4212,qui
4213,n
4214,arrivent
4215,pas
4216,à
4217,entrer
4218,dans
4219,l
4220,entreprise
4221,.
4222,C
4223,est
4224,pourquoi
4225,je
4226,propose
4227,de
4228,créer
4229,sur
4230,les
4231,années
4232,les
4233,emplois
4234,tremplins
4235,pour
4236,les
4237,jeunes
4238,.
4239,Mon
4240,objectif
4241,est
4242,de
4243,faire
4244,en
4245,sorte
4246,que
4247,en
4248,France
4249,les
4250,jeunes
4251,ne
4252,restent
4253,pas
4254,pendant
4255,plus
4256,de
4257,mois
4258,au
4259,chômage
4260,où
4261,en
4262,recherche
4263,d
4264,activité
4265,.
4266,C
4267,est
4268,emploi
4269,tremplin
4270,.
4271,Cela
4272,marche
4273,car
4274,je
4275,suis
4276,une
4277,responsable
4278,politique
4279,qui
4280,veut
4281,faire
4282,des
4283,choses
4284,qui
4285,marchent
4286,.
4287,Votre
4288,décision
4289,d
4290,exonérer
4291,les
4292,heures
4293,supplémentaires
4294,coûte
4295,milliards
4296,d
4297,euros
4298,.
4299,Les
4300,emplois
4301,tremplins
4302,cela
4303,marche
4304,et
4305,cela
4306,ne
4307,coûte
4308,rien
4309,.
4310,Pourquoi
4311,Parce
4312,que
4313,c
4314,est
4315,le
4316,recyclage
4317,des
4318,fonds
4319,de
4320,la
4321,formation
4322,professionnelle
4323,et
4324,des
4325,dépenses
4326,d
4327,indemnisation
4328,du
4329,chômage
4330,.
4331,Je
4332,préfère
4333,voir
4334,un
4335,jeune
4336,en
4337,activité
4338,payé
4339,pendant
4340,mois
4341,par
4342,les
4343,collectivités
4344,locales
4345,.
4346,Elles
4347,ont
4348,déjà
4349,commencé
4350,et
4351,cela
4352,fonctionne
4353,dans
4354,ma
4355,propre
4356,région
4357,.
4358,J
4359,ai
4360,déjà
4361,créé
4362,emplois
4363,tremplins
4364,.
4365,Ensuite
4366,les
4367,jeunes
4368,font
4369,leurs
4370,preuves
4371,dans
4372,l
4373,entreprise
4374,.
4375,Ils
4376,montrent
4377,de
4378,quoi
4379,ils
4380,sont
4381,capables
4382,et
4383,au
4384,bout
4385,de
4386,ces
4387,mois
4388,l
4389,entreprise
4390,leur
4391,fait
4392,un
4393,contrat
4394,à
